,Date,Language,Text,clean_text
1104,2022-09-09 19:52:55+00:00,en,Yall was buying $15 a G for weed in college smh,yall buying g weed college smh
1105,2022-09-09 19:52:35+00:00,en,@veni_vidi_ceni @mporterperkins Wicked Weed! And Highland!, wicked weed highland 
1106,2022-09-09 19:52:28+00:00,en,"@Big_Poppa_Huff @SnarkyMedia @JonesForAR Legalizing marijuana will get younger voters out, more progressives.", legalizing marijuana get younger voters out progressives 
1107,2022-09-09 19:50:00+00:00,en,I love marijuana :),love marijuana 
1108,2022-09-09 19:46:00+00:00,en,"This tier one noxious weed must not be allowed to set seed, and once it’s established it’s tough to root out. https://t.co/1S61vKxzsC",tier one noxious weed must allowed set seed its established its tough root out 
1109,2022-09-09 19:37:14+00:00,en,I had some weed juice 😳,weed juice 
1110,2022-09-09 19:36:58+00:00,en,"Yes Biden should definitely decriminalize marijuana. Although I do not partake, I feel it’s wasting a lot of good minds by jailing pot users.  OXY is much worse and it’s legal. https://t.co/3qRVHx1zXj",yes biden definitely decriminalize marijuana although partake feel its wasting lot good minds jailing pot users oxy much worse its legal 
1111,2022-09-09 19:36:49+00:00,en,"More importantly, the old farts running the @TheTavernLeague. It’s pretty widely known that people love to get crossfaded w/ #weed &amp; #liquor. There probably wouldn’t even see a dip in profits, especially in places like @TheRealLaCrosse.",importantly old farts running its pretty widely known people love get crossfaded w amp probably wouldnt even see dip profits especially places like 
1112,2022-09-09 19:36:48+00:00,en,Pretty much every bar in @TheRealLaCrosse is a member of the @TheTavernLeague who pumps MILLIONS into lobbying in Madison to keep #marijuana illegal in #Wisconsin. We need to pull that lost tax revenue back to WI &amp; quit giving away new dollars to IL &amp; MN.,pretty much every bar member pumps millions lobbying madison keep illegal need pull lost tax revenue back wi amp quit giving away new dollars il amp mn 
1113,2022-09-09 19:36:24+00:00,en,RT @Harmony47383691: Interesting Read .. 🧐 .. Looks Like Bernier Has Lied Quite A Few Times .. How Does The PPC Trust This Man .. 🤔 .. How…,rt interesting read looks like bernier lied quite times ppc trust man how
1114,2022-09-09 19:35:48+00:00,en,RT @Harmony47383691: Interesting Read .. 🧐 .. Looks Like Bernier Has Lied Quite A Few Times .. How Does The PPC Trust This Man .. 🤔 .. How…,rt interesting read looks like bernier lied quite times ppc trust man how
1115,2022-09-09 19:35:33+00:00,en,I tried weed once but I didn’t exhale.,tried weed didnt exhale 
1116,2022-09-09 19:35:11+00:00,en,"@GalvinAlmanza @swalker06 No, of course not. But a universal response is that it lowers your inhibitions. So if you’ve been feeling like an asshole all along but afraid to show it, I guess weed would liberate the asshole in you.☹️", no course not universal response lowers inhibitions youve feeling like asshole along afraid show it guess weed would liberate asshole you 
1117,2022-09-09 19:34:29+00:00,en,@ninaturner Legalizing weed and money in politics: two bipartisan issues that a party allegedly obsessed with bipartisanship doesn’t see fit to address. 🤷‍♂️, legalizing weed money politics two bipartisan issues party allegedly obsessed bipartisanship doesnt see fit address 
1118,2022-09-09 19:32:22+00:00,en,RT @Harmony47383691: Interesting Read .. 🧐 .. Looks Like Bernier Has Lied Quite A Few Times .. How Does The PPC Trust This Man .. 🤔 .. How…,rt interesting read looks like bernier lied quite times ppc trust man how
1119,2022-09-09 19:29:28+00:00,en,"@GalvinAlmanza @swalker06 And here’s my suspicion about people who are assholes when they smoke weed: they’ve also been drinking and/or doing coke. 

Unless by asshole you mean not listening when you talk. 🤭", heres suspicion people assholes smoke weed theyve also drinking and or coke unless asshole mean listening talk 
1120,2022-09-09 19:26:46+00:00,en,@AmericalLegion Whats your opinion on marijuana iv been trying to get answer, whats opinion marijuana iv trying get answer
1121,2022-09-09 19:26:38+00:00,en,RT @Harmony47383691: Interesting Read .. 🧐 .. Looks Like Bernier Has Lied Quite A Few Times .. How Does The PPC Trust This Man .. 🤔 .. How…,rt interesting read looks like bernier lied quite times ppc trust man how
1122,2022-09-09 19:26:31+00:00,en,"@GalvinAlmanza @swalker06 Your HS boyfriend was an asshole to you when stoned? That’s interesting. My super-anti-weed exBF claimed he could tell when I “secretly” got high. I said you have no idea: how can you tell?

He said, “I can tell because you’re much nicer when you’re high.”
🤔 Fact check: True.😊 https://t.co/FBPM2gYEla", hs boyfriend asshole stoned thats interesting super anti weed exbf claimed could tell secretly got high said idea tell he said i tell youre much nicer youre high fact check true 
1123,2022-09-09 19:26:26+00:00,en,"@natsfert being charitable on a rewatch he might have misspoke and meant that 70-80% of weed sold in CA is illegally grown, which is still IMO too high a number", charitable rewatch might misspoke meant weed sold ca illegally grown still imo high number
1124,2022-09-09 19:26:14+00:00,en,"Providing free weed to vets. And like I’m still waiting for my free @SC_Veterans 

Contact me for delivery thanks https://t.co/ZHXloA1UmR",providing free weed vets like im still waiting free contact delivery thanks 
1125,2022-09-09 19:25:02+00:00,en,RT @Harmony47383691: Interesting Read .. 🧐 .. Looks Like Bernier Has Lied Quite A Few Times .. How Does The PPC Trust This Man .. 🤔 .. How…,rt interesting read looks like bernier lied quite times ppc trust man how
1126,2022-09-09 19:24:37+00:00,en,"But like I’m still stuck outside lol but I think with enough cbd I’ll be able to recover. “Where da weeds at?”

@SC_Veterans you guys literally say free weed to vets and haven’t helped me but like a civil lawsuit may be just the remedy",like im still stuck outside lol think enough cbd ill able recover where da weeds at guys literally say free weed vets havent helped like civil lawsuit may remedy
1127,2022-09-09 19:24:07+00:00,en,RT @Harmony47383691: Interesting Read .. 🧐 .. Looks Like Bernier Has Lied Quite A Few Times .. How Does The PPC Trust This Man .. 🤔 .. How…,rt interesting read looks like bernier lied quite times ppc trust man how
1128,2022-09-09 19:23:28+00:00,en,"@WTeagueAR @g @JonesForAR @SarahHuckabee I’m always open to hearing what people have to say. But if Chris is for legal weed, Covid vaccines for low risk kids, decreasing incarceration, abortion on demand, preschool on the taxpayers dime, etc. then his values do not align with mine. We fled CA for really good reasons.", im always open hearing people say chris legal weed covid vaccines low risk kids decreasing incarceration abortion demand preschool taxpayers dime etc values align mine fled ca really good reasons 
1129,2022-09-09 19:23:21+00:00,en,It is time to do the weed it’s the weekend!!!! https://t.co/1f8fzlkHMJ,time weed its weekend 
1130,2022-09-09 19:23:03+00:00,en,Interesting Read .. 🧐 .. Looks Like Bernier Has Lied Quite A Few Times .. How Does The PPC Trust This Man .. 🤔 .. How Can Anybody Trust This Man?  https://t.co/yT3pZxEBD3,interesting read looks like bernier lied quite times ppc trust man anybody trust man 
1131,2022-09-09 19:21:17+00:00,en,"Lawsuit filed against Weed lumber company over possible role in dea... (The Sacramento Bee)

A Weed homeowner is suing Roseburg Forest Products Co. over the deadly Mill Fire, blaming th...

Add your highlights:
https://t.co/AmVKI9g3oj
 #CA #California",lawsuit filed weed lumber company possible role dea the sacramento bee a weed homeowner suing roseburg forest products co deadly mill fire blaming th add highlights 
1132,2022-09-09 19:20:49+00:00,en,"According to National Day Calendar today is #carebears Share Your Care Day &amp; National Teddy Bear Day.

Seemed fitting to add #cannabis in the mix. You know, since cannabis brings the calm. 😏😁✌️ 

Credit for the care bear goes to google search. Know the artist? Tag them! https://t.co/uTQl7Pt6uk",according national day calendar today share care day amp national teddy bear day seemed fitting add mix know since cannabis brings calm credit care bear goes google search know artist tag them 
1133,2022-09-09 19:20:12+00:00,en,"@GarmInteractive @leighfromcanada @rob_bristow_CA Man ... you have to put the weed on the fridge, it's going bad.", man put weed fridge going bad 
1134,2022-09-09 19:17:25+00:00,en,Decriminalized cannabis would be the first substantial thing Biden did for the Black community. https://t.co/5fMJ1e6kUA,decriminalized cannabis would first substantial thing biden black community 
1135,2022-09-09 19:12:37+00:00,en,Nothing like getting off showering walking your dog and the weed man stop answering the phone now I gotta wait to smoke 💨,nothing like getting showering walking dog weed man stop answering phone gotta wait smoke 
1136,2022-09-09 19:06:53+00:00,en,Taylor Port &amp; weed have you feeling good.😌,taylor port amp weed feeling good 
1137,2022-09-09 19:06:34+00:00,en,Aye I was in a weed coma ln 🤣 my ass was goneeeee.,aye weed coma ln ass goneeeee 
1138,2022-09-09 19:05:18+00:00,en,"It was 1933 when prohibition was repealed and alcohol was once again legal. Franklin Delano Roosevelt knew prohibition wasn’t going to work then, and we need to realize it now. #ARPX #Arkansas #Marijuana #LegalizeIt 

https://t.co/3GO7ROTwr8", prohibition repealed alcohol legal franklin delano roosevelt knew prohibition wasnt going work then need realize now 
1139,2022-09-09 19:02:22+00:00,en,"Cannabis Cultivation &amp; Distribution Business For Sale (San Diego County, CA) https://t.co/fyA6fLnX2n https://t.co/9B2you6PAh",cannabis cultivation amp distribution business sale san diego county ca 
1140,2022-09-09 19:01:35+00:00,en,My weed 😢😢😢😢,weed 
1141,2022-09-09 18:58:02+00:00,en,@tannenbaumr I was seated behind the stage at the Worcester Centrum to see David Lee Roth and a kid (who’d earlier asked me for weed in the bathroom) evaded security by shimmying up a pipe on the back wall. He then ran along the main steel beam…, seated behind stage worcester centrum see david lee roth kid whod earlier asked weed bathroom evaded security shimmying pipe back wall ran along main steel beam
1142,2022-09-09 18:57:01+00:00,en,"RT @BioHarvestBHSC: This award recognizes Bio Plant CELLicitation #sustainability impact
✅  Water usage -54x more #cannabis grown per water…",rt award recognizes bio plant cellicitation impact water usage grown per water
1143,2022-09-09 18:56:45+00:00,en,@Lit30lyfe Lol I got really tired of the mucus on my chest and I wanted to really taste the cannabis with a clean smoke. Meditation helped but I’m glad I broke that 25 year habit. Now it tastes horrible., lol got really tired mucus chest wanted really taste cannabis clean smoke meditation helped im glad broke year habit tastes horrible 
1144,2022-09-09 18:56:45+00:00,en,I don’t need a whole lot of drugs in my system..just good liquor and good weed,dont need whole lot drugs system just good liquor good weed
1145,2022-09-09 18:55:04+00:00,en,"Sober is no drugs and alcohol. People consider weed a drug when it’s a plant that helps medically. Like I said it doesn’t work for everyone. Some choose 12 step programs, some choose religion, I chose this and many people do as well. I’m just happy I found my medium.",sober drugs alcohol people consider weed drug its plant helps medically like said doesnt work everyone choose step programs choose religion chose many people well im happy found medium 
1146,2022-09-09 18:53:15+00:00,en,Weed got me off of my anti anxiety medication. Im currently not prescribed anything which was my goal. BUT it doesn’t work for every addict. I’ve seen so many people go out and do hard drugs. There’s not just one way to get clean. That’s my point. Im not sober I’m clean.,weed got anti anxiety medication im currently prescribed anything goal doesnt work every addict ive seen many people go hard drugs theres one way get clean thats point im sober im clean 
1147,2022-09-09 18:53:12+00:00,en,"Two months without smoking weed, I am actually really proud of myself. #2MonthsSober",two months without smoking weed actually really proud myself 
1148,2022-09-09 18:52:46+00:00,en,RT @GetItRightonMJ: Hats off to @LaTimes’s @paigestjohn for Pulitzer quality investigative reporting on how widespread illegal growing oper…,rt hats pulitzer quality investigative reporting widespread illegal growing oper
1149,2022-09-09 18:50:59+00:00,en,Ya boy is a stoner I don’t do drugs. Haven’t since 2018. 5 years ago when I was 23. It’s actually what keeps me off drugs. I was sober for almost 2 years and just wasn’t happy. Weed maintenance at first and it worked like I found the cure to my problem.,ya boy stoner dont drugs havent since years ago its actually keeps drugs sober almost years wasnt happy weed maintenance first worked like found cure problem 
1150,2022-09-09 18:49:40+00:00,en,Asking me if i got weed is like asking me is my name KD..,asking got weed like asking name kd 
1151,2022-09-09 18:47:27+00:00,en,@AsaHutchinson Awh the thumbnail used here is very very misleading and your knowledge of marijuana and it’s affects on society are immature and undeveloped., awh thumbnail used misleading knowledge marijuana its affects society immature undeveloped 
1152,2022-09-09 18:44:48+00:00,en,@MasterTainment Didn't even know you smoked weed...couldn't tell, even know smoked weed couldn tell
1153,2022-09-09 18:41:44+00:00,en,Thank you again for your hospitality and courage in taking on the challenges associated with ending cannabis prohibition. https://t.co/rfarpWXzfb,thank hospitality courage taking challenges associated ending cannabis prohibition 
1154,2022-09-09 18:40:05+00:00,en,"#NEW | Cole Co. Judge Cotton Walker ruled the marijuana initiative petition will stay on the Nov. ballot. The petition asks voters if anyone 21 &amp; older should be allowed to legally buy &amp; use marijuana. If approved, it also would expunge previous non-violent offenses. #moleg", cole co judge cotton walker ruled marijuana initiative petition stay nov ballot petition asks voters anyone amp older allowed legally buy amp use marijuana approved also would expunge previous non violent offenses 
1155,2022-09-09 18:39:52+00:00,en,"@boxbrown @POTUS @SenSchumer @SpeakerPelosi @HouseDemocrats @SenateDems @DCMJ2014 Simple and to the point adults in America will have right to possess, grow and give cannabis. 5% Bump overnight", simple point adults america right possess grow give cannabis bump overnight
1156,2022-09-09 18:37:40+00:00,en,"The county needs to be regrown anyways so not replace what was burnt with 
MARIJUANA &amp; HEMP
Whether you like it or not we need these plants in America and around the world and it is going to happen.
HEARD 💫 💜 ✌️ 💫 https://t.co/as8jcnFdEV https://t.co/uaw2OIqCM2","county needs regrown anyways replace burnt marijuana amp hemp
whether like need plants america around world going happen heard "
1157,2022-09-09 18:34:46+00:00,en,"This dude did nothing wrong, his profit margins could be a little better though.
https://t.co/lH5IiyX7fi",dude nothing wrong profit margins could little better though 
1158,2022-09-09 18:27:12+00:00,en,"@RevoltoftheApes Mine include ""edible"" 
""Marijuana"" and ""doom"" music,
Dude", mine include edible marijuana doom music dude
1159,2022-09-09 18:26:15+00:00,en,@Big_Poppa_Huff @SnarkyMedia @JonesForAR @SnarkyMedia and then think about the fact that legalizing recreational marijuana is on the ballot, think fact legalizing recreational marijuana ballot
1160,2022-09-09 18:24:04+00:00,en,"Are you concerned that your new property was the site of an illicit grow op? 

Our experienced technicians can repair the damage caused by marijuana grow operations. To contact us, visit https://t.co/uWlgCpgLFa

#PropertyDamage #Lethbridge #Brooks #MedicineHat https://t.co/IhFGwvLt76",concerned new property site illicit grow op our experienced technicians repair damage caused marijuana grow operations contact us visit 
1161,2022-09-09 18:23:18+00:00,en,Females will have a Real man and go mess with the Big Lip weed man 😂,females real man go mess big lip weed man 
1162,2022-09-09 18:21:58+00:00,en,Cause titties and weed 💨✌💚 https://t.co/FhlGoM9aGF,cause titties weed 
1163,2022-09-09 18:20:30+00:00,en,Dems you need an October surprise that you are really ending the war on marijuana users to tip the voters in favor of majorities in Congress. @POTUS White House “we ain’t doing a thing” approach is a big loser. @SenSchumer @SpeakerPelosi @HouseDemocrats @SenateDems,dems need october surprise really ending war marijuana users tip voters favor majorities congress white house we aint thing approach big loser 
1164,2022-09-09 18:12:45+00:00,en,"@_Zombie_Crew_ I don’t partake in weed anymore because I’m an addict that can’t responsibly put substances in my body but when I did, a wake and bake with a cup of coffee always hit the sweet spot.", dont partake weed anymore im addict cant responsibly put substances body did wake bake cup coffee always hit sweet spot 
1165,2022-09-09 18:11:59+00:00,en,"""Smoke weed and keep pushing"". Car conversations with friends.", smoke weed keep pushing car conversations friends 
1166,2022-09-09 18:11:50+00:00,en,"@nichepursuits @twoclickschris and mine, cannabis and regulated industry focused: https://t.co/QcGWP046DQ", mine cannabis regulated industry focused 
1167,2022-09-09 18:08:23+00:00,en,"RT @snoopdoggslungz: 📸 Jokerz Candy
🌱(ig) https://t.co/08Krz2Qf6r 
#weed https://t.co/UKs4bNd7s4",rt jokerz candy ig 
1168,2022-09-09 18:08:05+00:00,en,"RT @dizzydizzydazed: HELP! I am chronically ill and homeless, and I really need help getting my medications/aids! I need medical cannabis t…",rt help chronically ill homeless really need help getting medications aids need medical cannabis t
1169,2022-09-09 18:05:39+00:00,en,Legalize my medicine 1980-2011 averaged 2 epileptic seizures a mth 4 totaled cars pharmaceuticals tegretol 5 250mg didn't drive 11 years medical marijuana no seizures 9+ years freedom is special. https://t.co/c8O9AZ9Wxp,legalize medicine averaged epileptic seizures mth totaled cars pharmaceuticals tegretol drive years medical marijuana seizures years freedom special 
1170,2022-09-09 18:04:31+00:00,en,I forgot how good smoking weed with no tobacco is. 🥰,forgot good smoking weed tobacco is 
1171,2022-09-09 18:03:14+00:00,en,"The other day my cat was walking around with a potato in his mouth…

Today I found another one behind my weed tent 😩",day cat walking around potato mouth today found another one behind weed tent 
1172,2022-09-09 18:00:56+00:00,en,Another series of CA cannabis bills—including one ensuring that medical cannabis patients across the state have access to delivery services—are heading to the governor following last-minute votes in the legislature ahead of the end-of-session deadline. https://t.co/mUAZeHWakB https://t.co/E9X4fQ7DKy,another series ca cannabis billsincluding one ensuring medical cannabis patients across state access delivery servicesare heading governor following last minute votes legislature ahead end of session deadline 
1173,2022-09-09 18:00:37+00:00,en,Sometimes I think “am I too unprofessional” but then I remember years ago one of my old bosses called me on a recorded line during my shift to ask me for tips on how to hide his weed for Riot Fest,sometimes think am unprofessional remember years ago one old bosses called recorded line shift ask tips hide weed riot fest
1174,2022-09-09 17:59:20+00:00,en,The prohibition on cannabis is policy long tolerated by the gray haired old men representing us. For cannabis to be classified as a Schedule 1 substance - with the likes of heroin and meth - is madness. But the old men are profiting by keeping it that way and it may never change. https://t.co/QRFPK4aS8W,prohibition cannabis policy long tolerated gray haired old men representing us cannabis classified schedule substance likes heroin meth madness old men profiting keeping way may never change 
1175,2022-09-09 17:54:15+00:00,en,Why am I not surprised? We deserve better Arkansas. Vote Chris @JonesForAR governor! It’s way past time to legalize marijuana. https://t.co/Ck8BSW3sZP,surprised deserve better arkansas vote chris governor its way past time legalize marijuana 
1176,2022-09-09 17:53:22+00:00,en,"Friends in NY, New England &amp; California commenting on some recent health issues of mine: ""I've read marijuana can help with epilepsy."" Me: ""Nashville is in Tennessee, you know...."" Backwards ass state we have here. #LegalizeIt",friends ny new england amp california commenting recent health issues mine i read marijuana help epilepsy me nashville tennessee know backwards ass state here 
1177,2022-09-09 17:53:03+00:00,en,"@foobsr Some may be, but most know that marijuana arrests are disruptive, suck up police and court resources, and just cause problems for family members.", may be know marijuana arrests disruptive suck police court resources cause problems family members 
1178,2022-09-09 17:49:40+00:00,en,"@eeny_bean @NegroSuave777 The War on Drugs, especially marijuana possession laws, is a way to control and punish young people — young men of color in particular — for those law enforcement who think control is their purpose. Those LEOs do not want to give this tool up.", war drugs especially marijuana possession laws way control punish young people young men color particular law enforcement think control purpose leos want give tool up 
1179,2022-09-09 17:48:17+00:00,en,"@Sgreyatl Yea , can’t do them things AT ALL . 
They stink so bad 😂😂  I can tolerate weed. But see that cancer stick 🤦🏾‍♂️ I can’t do it .", yea cant things they stink bad tolerate weed see cancer stick cant 
1180,2022-09-09 17:46:19+00:00,en,"@AesPolitics I don't use Marijuana, &amp; furthermore, I don't care if others use it.", use marijuana amp furthermore care others use it 
1181,2022-09-09 17:43:29+00:00,en,You cannot be both but you should be arrested for braking your oath!  We must weed these ferrets out of politics!  They have infected the land of Law and Order! https://t.co/UxHS1pq6uX,cannot arrested braking oath must weed ferrets politics infected land law order 
1182,2022-09-09 17:43:09+00:00,en,"@novosedlik hey are you the author of this article? 

https://t.co/iQMbA0rX3Y

If so, can you please fix the spelling of my last name?", hey author article if so please fix spelling last name 
1183,2022-09-09 17:39:57+00:00,en,@OSUMPrairie I was just there yesterday. Beautiful area. I couldn’t find the butterfly weed., yesterday beautiful area couldnt find butterfly weed 
1184,2022-09-09 17:39:46+00:00,en,@Bullymama6611 @Rosita09594168 @Bilked2TheBrink @CRPSisaRealPain @JenSawyer5 @lea_dahkotah69 @Mrsyumahotrod @PhilipD88584969 @chattyknana @eullrich11 @hellfire3 @MaryinKansas @LelenaPeacock @numb2thenumbers @eileendove910 @SpicyPurritos @EqualityCouple @suzanneleavey @RyanWard76 @WentschE @PeasantTheory @KatTwisted @MomalaDearest @CContrarus @RobertC94894966 @RuthWitch @hope411adcock @_Savage_Mom_ @mnthompson8 @pinky_or_brain @TNIrishLass @Random_Outlier @Irishbrat1966 @urbanfatbiker @totochaos @marquistrap @wittywax1 @Varinka58341321 @CitizenViz @D321Debbie @nofish_nonuts @juliairzyk @kingfrook @JSG_54 @shelley_bean60 @CanadaPain @RealJeffanator @ForensicMHSA @LennonMaclean You have to look to find evidence. They have never looked. Now you introduce the chicken and egg problem. Do we process opiates &amp; cannabis because our bodies create similar chemicals? Or did we develop that protection in response to developing opiate &amp; cannabinol receptors?, look find evidence never looked introduce chicken egg problem process opiates amp cannabis bodies create similar chemicals develop protection response developing opiate amp cannabinol receptors 
1185,2022-09-09 17:39:22+00:00,en,"Hell yeah @potus. I personally think you should decriminalize marijuana with WWIII on the horizon, a plague in my rear view, race riots, a treasonous president, and a pending nuclear disaster in Ukraine.... 

Let me have the option to smoke bro. It's for my mental. 🤷 https://t.co/krTjaeru58",hell yeah personally think decriminalize marijuana wwiii horizon plague rear view race riots treasonous president pending nuclear disaster ukraine let option smoke bro mental 
1186,2022-09-09 17:39:18+00:00,en,Legalize my medicine no seizures 9+ years medical marijuana edibles freedom is special https://t.co/HGYTiQsrqC,legalize medicine seizures years medical marijuana edibles freedom special 
1187,2022-09-09 17:38:57+00:00,en,@Julie_Erick_A @crwilley @JulieTheCranky @Art_of_Misia I’m here for it being a weed tiara, im weed tiara
1188,2022-09-09 17:37:04+00:00,en,I personally think he should. I've already decriminalized marijuana in my house. We need progress 😎 https://t.co/krTjaeru58,personally think should i already decriminalized marijuana house need progress 
1189,2022-09-09 17:35:50+00:00,en,"RT @FrontendLA: #BeverlyHills #jobs #hiring #opportunity @ Cannabis Employment Professionals (Beverly Hills, CA) - Budget Accountant (Canna…",rt cannabis employment professionals beverly hills ca budget accountant canna
1190,2022-09-09 17:35:05+00:00,en,"@AZ_Brittney @logical_sanity I'm not a fan of cannabis personally, but I'll say 10, I see no harm from legalization.", i fan cannabis personally i say see harm legalization 
1191,2022-09-09 17:34:32+00:00,en,"Please don’t ask me to remember anything. I have repressed trauma, ADHD, and smoke heavy weed. My memory is Swiss cheese",please dont ask remember anything repressed trauma adhd smoke heavy weed memory swiss cheese
1192,2022-09-09 17:32:11+00:00,en,#NEWS: Gov. Asa Hutchinson (R) announces he will vote against the legalization of recreational marijuana. #ARNews https://t.co/HwtFfVczor, gov asa hutchinson r announces vote legalization recreational marijuana 
1193,2022-09-09 17:26:03+00:00,en,"#BeverlyHills #jobs #hiring #opportunity @ Cannabis Employment Professionals (Beverly Hills, CA) - Budget Accountant (Cannabis Industry) https://t.co/6Ypu7gpmDB", cannabis employment professionals beverly hills ca budget accountant cannabis industry 
1194,2022-09-09 17:25:21+00:00,en,"Surprise!

#marijuana #weed #weedporn #stayhigh #cannabis #THC #cannadad #dad #trees #cannabiscommunity #sativa #indica #smoke #high #mmj #ilcannabis #cbd #trending https://t.co/aaKJ38b3ak",surprise 
1195,2022-09-09 17:25:18+00:00,en,"This is more reefer madness from our governor who uses studies that show marijuana is bad for teens to justify throwing out what the public wants. Asa, no one is recommending marijuana for teens! When more people visit your state you have more traffic incidents it’s not shocking. https://t.co/BGMjdNNb12",reefer madness governor uses studies show marijuana bad teens justify throwing public wants asa one recommending marijuana teens people visit state traffic incidents its shocking 
1196,2022-09-09 17:22:21+00:00,en,Folks going wild like then ever seen a one hitter for weed and a busted ass gas station lighter in the same place,folks going wild like ever seen one hitter weed busted ass gas station lighter place
1197,2022-09-09 17:19:04+00:00,en,@Rosita09594168 @Bilked2TheBrink @CRPSisaRealPain @JenSawyer5 @lea_dahkotah69 @Mrsyumahotrod @PhilipD88584969 @chattyknana @eullrich11 @Bullymama6611 @hellfire3 @MaryinKansas @LelenaPeacock @numb2thenumbers @eileendove910 @SpicyPurritos @EqualityCouple @suzanneleavey @RyanWard76 @WentschE @PeasantTheory @KatTwisted @MomalaDearest @CContrarus @RobertC94894966 @RuthWitch @hope411adcock @_Savage_Mom_ @mnthompson8 @pinky_or_brain @TNIrishLass @Random_Outlier @Irishbrat1966 @urbanfatbiker @totochaos @marquistrap @wittywax1 @Varinka58341321 @CitizenViz @D321Debbie @nofish_nonuts @juliairzyk @kingfrook @JSG_54 @shelley_bean60 @CanadaPain @RealJeffanator @ForensicMHSA @LennonMaclean You have evidence the DNA for cannabis receptors predate the opiate receptors?, evidence dna cannabis receptors predate opiate receptors 
1198,2022-09-09 17:11:25+00:00,en,"(In case it’s not obvious, that was a joke. Clearly there are other people who want marijuana to remain illegal to control its bad effects because they think imprisoning people and destroying their lives and those of their families is the way to stop those bad effects. 🙄)", in case its obvious joke clearly people want marijuana remain illegal control bad effects think imprisoning people destroying lives families way stop bad effects 
1199,2022-09-09 17:11:03+00:00,en,"RT @thejesshuffman: @OmarRiverosays Yes. We did it in Canada. No one exploded. Additionally, Deloitte estimates the legal cannabis industry…",rt yes canada one exploded additionally deloitte estimates legal cannabis industry
1200,2022-09-09 17:08:09+00:00,en,The only people who want marijuana to remain criminalized are those who want to keep getting their weed for free by pretending to be cops so they can confiscate it from stoners.,people want marijuana remain criminalized want keep getting weed free pretending cops confiscate stoners 
1201,2022-09-09 17:06:49+00:00,en,Supporting DFL candidates IS supporting marijuana legalization https://t.co/MvlKVa98lI,supporting dfl candidates supporting marijuana legalization 
1202,2022-09-09 17:04:02+00:00,en,"Florida puts restrictions on medical marijuana use
https://t.co/YHg3DRsABj",florida puts restrictions medical marijuana use 
1203,2022-09-09 17:01:40+00:00,en,Never had an ok looking weed man then again it could be the weed.,never ok looking weed man could weed 
1204,2022-09-09 17:00:31+00:00,en,"@averyhatestwt @upzone_CA @JoeyMauro1 I haven't regularly smoked weed in like eight years, but isn't flavored tobacco mostly just blunts now? which is pretty low on the harm scale in terms of like tobacco generally.", regularly smoked weed like eight years flavored tobacco mostly blunts now pretty low harm scale terms like tobacco generally 
1205,2022-09-09 16:57:41+00:00,en,RT @GetItRightonMJ: Hats off to @LaTimes’s @paigestjohn for Pulitzer quality investigative reporting on how widespread illegal growing oper…,rt hats pulitzer quality investigative reporting widespread illegal growing oper
1206,2022-09-09 16:57:16+00:00,en,RT @GetItRightonMJ: Tell @CaGovernor to keep promise made to CA voters by #Prop64 &amp; VETO #SB1186! Bill would undermine local gov’s ability…,rt tell keep promise made ca voters amp veto bill would undermine local govs ability
1207,2022-09-09 16:56:02+00:00,en,"So Hard But So Satisfying🥹🍁👏🏼

Warning: may be habit forming. Unlawful outside Washington State. It is illegal to operate a motor vehicle while under the influence of marijuana. Smoking is hazardous to your health
#nothingforsaleonline #21andup #weed #weedmeme #perfecthigh #pot https://t.co/aPAyHCMgUp",hard satisfying warning may habit forming unlawful outside washington state illegal operate motor vehicle influence marijuana smoking hazardous health 
1208,2022-09-09 16:54:12+00:00,en,Weed Whackers give grass shape ups 🍃,weed whackers give grass shape ups 
1209,2022-09-09 16:53:55+00:00,en,RT @Peter_Grinspoon: Is it actually true 70-80% of weed legally sold in dispensaries in CA grown illegally? (that's the argument; illegal g…,rt actually true weed legally sold dispensaries ca grown illegally that argument illegal g
1210,2022-09-09 16:51:18+00:00,en,RT @CannabisLaw_TM: Turbulent times from the perspective of civil litigation. Read @MattPMaurer's latest article in @GrowOpportunity: https…,rt turbulent times perspective civil litigation read latest article 
1211,2022-09-09 16:51:13+00:00,en,"@TinysFarm_CA Resilience may take some redefining our prejudices of what food is. Fried grass hoppers anyone? Weed salad? Native berries? It is going to engage all our creativity and talent, like children. I don't have much talent or time, but its fun trying new things.", resilience may take redefining prejudices food is fried grass hoppers anyone weed salad native berries going engage creativity talent like children much talent time fun trying new things 
1212,2022-09-09 16:48:30+00:00,en,"@daylilies2 @OmarRiverosays @OccupyDemocrats The point made finally‼️Arrests for marijuana are motivated by profits. Lawyers, courts, cops, task forces, probation officers, after care, all support profiting off incarceration of consensual offenders selling or possessing a harmless plant. 🙌 😎👍#failedstate #weedisfreedom", point made finallyarrests marijuana motivated profits lawyers courts cops task forces probation officers care support profiting incarceration consensual offenders selling possessing harmless plant 
1213,2022-09-09 16:47:27+00:00,en,We have med marijuana &amp; many use it. Having recreational marijuana will only make many of our problems worse. Can we be competitive 4 good paying jobs that require drug testing with more people using drugs? Visit https://t.co/JsVajlfc7c TODAY to find out the TRUTH about Issue 4.,med marijuana amp many use it recreational marijuana make many problems worse competitive good paying jobs require drug testing people using drugs visit today find truth issue 
